,1,2
213,135.5,179.5
214,135.5,179.5
215,135.5,179.0
216,135.5,179.0
217,135.5,178.5
218,135.5,178.0
219,135.5,176.5
220,135.5,175.0
221,135.5,172.0
222,135.5,168.5
223,135.5,167.0
224,135.5,165.5
225,135.5,164.5
226,135.5,162.5
227,135.5,155.0
228,135.5,147.5
229,135.5,146.0
230,135.5,144.5
231,135.5,143.5
232,135.5,143.0
233,135.5,143.0
234,135.5,143.0
235,135.5,143.0
236,135.5,143.0
237,135.5,143.0
238,135.5,143.0
239,135.5,143.0
240,135.5,143.0
241,135.5,143.0
242,135.5,143.0
243,135.5,143.0
244,135.5,143.5
245,135.5,144.0
246,135.5,144.0
247,135.5,144.5
248,135.5,144.5
249,135.5,144.5
250,135.5,145.0
251,135.5,145.0
252,135.5,145.5
253,135.5,146.0
254,135.5,146.0
255,135.5,146.0
256,135.5,146.0
257,135.5,146.5
258,135.5,147.0
259,135.5,147.5
260,135.5,148.0
261,135.5,148.5
262,135.5,149.5
263,135.5,150.5
264,135.5,151.0
265,135.5,151.5
266,135.5,152.0
267,135.5,152.5
268,135.5,152.5
269,135.5,152.5
270,135.5,152.5
271,135.5,153.0
272,135.5,153.5
273,135.5,153.5
274,135.5,153.5
275,135.5,153.5
276,135.5,153.5
277,135.5,153.5
278,135.5,153.5
279,135.5,153.5
280,135.5,153.5
281,135.5,153.5
282,136.0,153.5
283,136.0,153.5
284,136.0,153.5
285,136.0,153.5
286,136.0,153.5
287,136.0,153.5
288,136.5,153.0
289,136.5,152.5
290,136.5,152.0
291,136.5,151.0
292,137.0,150.0
293,137.0,148.5
294,137.5,147.5
295,137.5,145.0
296,137.5,135.5
297,138.0,128.0
298,138.5,127.5
299,139.0,127.0
300,140.0,127.0
301,140.5,127.0
302,141.5,127.0
303,142.5,127.0
304,143.0,127.0
305,144.5,127.0
306,145.5,127.0
307,146.5,127.0
308,148.0,127.0
309,150.0,127.0
310,151.5,127.0
311,152.5,127.0
312,153.5,127.0
313,154.5,127.0
314,155.0,127.5
315,156.0,128.0
316,157.0,128.5
317,157.5,128.5
318,158.0,129.0
319,158.5,129.0
320,159.0,129.0
321,159.5,129.5
322,160.0,129.5
323,160.0,130.0
324,160.0,130.5
325,160.0,130.5
326,160.0,131.0
327,160.0,131.5
328,160.0,132.0
329,160.0,132.5
330,160.0,132.5
331,160.0,133.0
332,160.0,134.0
333,160.0,134.5
334,160.0,135.5
335,160.0,136.0
336,160.0,136.5
337,160.0,136.5
338,160.0,136.5
339,160.0,136.5
340,160.0,137.0
341,160.0,137.5
342,160.5,137.5
343,160.5,137.0
344,160.5,136.5
345,160.5,136.5
346,160.5,135.5
347,160.5,134.5
348,160.5,134.0
349,160.5,133.5
350,160.5,133.0
351,160.5,132.0
352,160.5,131.5
353,160.5,130.5
354,160.5,130.0
355,160.5,129.5
356,160.5,128.5
357,160.5,126.5
358,160.5,124.0
359,160.5,122.5
360,160.5,120.5
361,160.5,118.0
362,160.5,116.0
363,160.5,114.5
364,160.5,112.5
365,160.5,110.5
366,160.5,110.0
367,161.0,109.5
368,161.0,109.0
369,161.5,108.5
370,161.5,108.0
371,161.5,107.5
372,161.5,107.0
373,161.5,106.5
374,161.5,106.5
375,161.5,106.0
376,162.0,106.0
377,162.0,106.0
378,162.0,106.0
379,162.0,106.0
380,162.0,106.5
381,162.0,106.5
382,162.0,106.5
383,162.0,107.0
384,162.5,107.0
385,162.5,107.5
386,162.5,107.5
387,162.5,108.0
388,162.5,108.0
389,162.5,108.0
390,162.5,108.0
391,163.0,108.0
392,163.5,108.0
393,164.0,108.5
394,164.0,108.5
395,164.5,108.5
396,165.0,108.5
397,166.0,109.0
398,167.0,109.0
399,168.0,109.0
400,169.0,109.5
401,170.5,109.5
402,172.0,110.0
403,173.5,110.0
404,174.5,110.5
405,175.5,110.5
406,176.0,111.0
407,177.5,111.0
408,179.0,111.0
409,181.0,111.5
410,182.0,111.5
411,182.5,112.0
412,183.0,112.5
413,183.5,113.0
414,184.0,113.5
415,185.0,114.0
416,185.0,114.5
417,185.5,116.0
418,185.5,118.0
419,186.0,118.0
420,186.5,118.0
421,186.5,118.0
422,186.5,118.0
423,186.5,117.0
424,187.5,116.5
425,188.0,116.0
426,188.0,115.5
427,188.5,115.5
428,188.5,115.0
429,188.5,114.0
430,188.5,113.5
431,188.5,112.5
432,189.0,111.5
433,189.0,110.5
434,189.0,109.5
435,189.0,108.5
436,189.5,107.5
437,189.5,106.5
438,189.5,105.5
439,189.5,100.0
440,189.5,94.0
441,189.5,93.0
442,189.5,92.5
443,189.5,92.0
444,189.5,91.5
445,189.5,91.0
446,189.5,90.5
447,189.5,90.5
448,189.5,90.5
449,189.5,90.5
450,189.5,90.5
451,190.0,90.5
452,190.0,90.5
453,190.0,90.5
454,190.0,90.5
455,190.0,90.5
456,190.0,90.5
457,190.0,90.5
458,190.0,90.5
459,190.0,90.5
460,190.0,90.5
461,190.0,90.5
462,190.0,90.5
463,190.0,90.5
464,190.0,90.5
465,190.0,90.5
466,190.0,90.5
467,190.0,90.5
468,190.0,91.0
469,190.5,91.5
470,191.5,91.5
471,192.0,92.0
472,192.5,92.5
473,193.5,92.5
474,194.5,93.0
475,195.0,93.5
476,195.5,94.0
477,196.5,94.5
478,197.5,94.5
479,198.0,95.0
480,199.0,94.5
481,199.5,94.5
482,200.0,94.0
483,201.0,93.0
484,204.0,92.0
485,206.0,91.0
486,208.0,90.0
487,211.0,89.5
488,212.0,88.5
489,212.0,88.0
490,212.0,87.5
491,212.0,86.0
492,212.5,85.0
493,212.5,84.0
494,212.5,83.0
495,212.5,83.0
496,212.5,83.0
497,212.5,82.5
498,212.5,82.5
499,212.5,82.0
