,1,2,3
0,0.0,-5.0,-9.0
1,1.5721404296725079,-4.937822760827618,-7.787582668718958
2,3.105180318741688,-4.752837446938915,-6.381481181370864
3,4.56099159207016,-4.4496448087759015,-4.816666541347512
4,5.903366919365284,-4.035785518809927,-3.13205709030217
5,7.098920223913328,-3.5215526282633607,-1.3695505741347196
6,8.117917024210207,-2.9197355697065315,0.4270178914753888
7,8.93501395714874,-2.2453020724146007,2.2129660396578377
8,9.529889090158392,-1.5150259015343637,3.94387574034902
9,9.887747345870025,-0.7470696795213048,5.57669771897067
10,9.999688468941564,0.03946683454856655,7.070822230446514
11,9.862928383380027,0.8250217730939966,8.389089059935213
12,9.480868435005096,1.5900576811961906,9.49871173065671
13,8.863010796932087,2.3155474306017383,10.37209293293559
14,8.02472214201578,2.9834474414442798,10.98751089401075
15,6.9868514599330656,3.577146442236856,11.329659617979488
16,5.7752115241358855,4.081878607071995,11.390029559624711
17,4.419936905055791,4.485090794937317,11.167119264426226
18,2.9547344963467004,4.776754757575974,10.666472711079443
19,1.4160451942495158,4.949616551002785,9.900541427779675
20,-0.15786242013637017,4.999376947588287,8.888374811563455
21,-1.7278438547409962,4.924798361700552,7.655146352742296
22,-3.2548522651021186,4.727735629568335,6.231527547651521
23,-4.700909584360032,4.413089877842734,4.6529250710648995
24,-6.030051071796143,3.9886866281875974,2.958600180480375
25,-7.209219788147162,3.46508116954666,1.1906922534809743
26,-8.209088751292624,2.8552960386534747,-0.6068292563285826
27,-9.004790324567516,2.174497137878966,-2.389258379015122
28,-9.576534697159294,1.4396165456558332,-4.112264505831006
29,-9.910102074427922,0.6689314005223963,-5.732994931159231
30,-9.99719633693478,-0.11839066768311929,-7.21114063768396
31,-9.8356513723637,-0.9027682539445104,-8.509938817754708
32,-9.42948494867437,-1.6646931851488054,-9.597087197339908
33,-8.788798788614603,-2.385215705824448,-10.445547422514228
34,-7.929527330827786,-3.046415775532583,-11.0342175275381
35,-6.873041426091842,-3.6318487563231967,-11.348456759646044
36,-5.6456168251191805,-4.126954405609881,-11.380449707681212
