,1,2
209,112.5,161.0
210,112.5,160.5
211,112.5,160.0
212,112.5,159.5
213,112.5,159.0
214,112.5,158.5
215,112.5,158.0
216,112.5,157.0
217,112.5,156.0
218,112.5,155.5
219,112.5,155.0
220,112.5,154.5
221,112.5,154.0
222,112.5,154.0
223,112.5,153.5
224,112.5,152.5
225,112.5,152.0
226,113.0,151.5
227,113.0,151.0
228,113.5,150.5
229,113.5,150.5
230,114.0,150.0
231,114.0,149.5
232,114.0,149.0
233,114.5,148.0
234,114.5,148.0
235,114.5,147.5
236,115.0,147.5
237,115.5,147.0
238,115.5,146.5
239,115.5,146.0
240,116.0,145.5
241,116.5,145.0
242,117.0,145.0
243,117.5,145.0
244,118.0,144.0
245,118.0,143.5
246,118.0,143.0
247,118.5,143.0
248,118.5,142.5
249,119.0,142.0
250,119.0,142.0
251,119.5,141.5
252,119.5,141.0
253,120.0,140.5
254,120.0,140.0
255,120.5,139.5
256,120.5,139.0
257,120.5,139.0
258,121.0,138.5
259,121.0,138.0
260,121.5,137.5
261,121.5,137.0
262,122.0,137.0
263,122.0,136.5
264,122.0,136.5
265,122.0,135.5
266,122.0,135.0
267,122.0,134.5
268,122.0,134.5
269,122.5,134.0
270,122.5,133.5
271,122.5,133.0
272,123.0,133.0
273,123.0,132.5
274,123.0,132.5
275,123.5,132.0
276,123.5,131.5
277,124.0,131.0
278,124.0,130.5
279,124.5,130.0
280,124.5,129.5
281,125.0,129.5
282,125.5,129.5
283,126.0,129.0
284,126.0,129.0
285,126.5,128.5
286,126.5,128.5
287,127.0,128.0
288,127.0,128.0
289,127.5,127.5
290,128.0,127.5
291,128.0,127.0
292,128.5,127.0
293,128.5,126.5
294,129.0,126.5
295,129.0,126.0
296,129.5,126.0
297,130.0,126.0
298,130.5,125.5
299,130.5,125.5
300,130.5,125.0
301,130.5,125.0
302,131.0,124.5
303,131.5,124.5
304,132.5,124.5
305,133.0,124.0
306,133.0,124.0
307,133.5,124.0
308,134.0,124.0
309,134.0,124.0
310,134.5,124.0
311,134.5,123.5
312,135.0,123.0
313,136.0,123.0
314,136.0,122.5
315,136.0,122.5
316,136.5,122.5
317,136.5,122.5
318,137.0,122.5
319,137.0,122.5
320,137.5,122.5
321,138.0,122.5
322,138.5,122.5
323,139.0,122.0
324,139.5,122.0
325,139.5,122.0
326,140.0,122.0
327,140.5,122.0
328,141.0,121.5
329,142.0,121.5
330,142.5,121.5
331,143.5,121.5
332,144.5,121.5
333,145.0,121.5
334,145.5,121.5
335,146.0,121.5
336,146.5,121.5
337,147.5,121.5
338,148.5,121.5
339,149.5,121.5
340,150.0,121.5
341,150.5,121.5
342,151.0,121.5
343,151.5,121.5
344,152.0,121.5
345,153.0,121.5
346,154.0,121.5
347,155.0,121.5
348,155.5,121.5
349,156.0,121.5
350,156.5,121.5
351,157.5,121.5
352,158.0,121.5
353,159.0,121.5
354,160.0,121.5
355,161.0,121.5
356,162.0,121.5
357,162.5,121.5
358,163.0,121.5
359,163.5,121.5
360,163.5,121.5
361,164.0,121.5
362,164.5,121.5
363,165.0,121.5
364,165.5,121.5
365,166.0,121.5
366,166.5,121.5
367,167.0,121.5
368,167.5,121.5
369,168.0,121.5
370,169.0,121.5
371,169.0,121.5
372,170.0,121.5
373,171.0,121.5
374,171.5,121.5
375,172.0,121.5
376,172.0,121.5
377,172.0,121.5
378,172.5,121.5
379,173.0,121.5
380,173.5,121.5
381,173.5,121.5
382,173.5,121.5
383,173.5,121.5
384,173.5,121.5
385,174.0,121.0
386,174.0,121.0
387,174.0,121.0
388,174.0,121.0
389,174.0,121.0
390,174.0,121.0
391,174.5,120.5
392,175.0,120.5
393,175.0,120.5
394,175.5,120.0
395,175.5,120.0
396,175.5,120.0
397,175.5,119.5
398,175.5,119.5
399,175.5,119.5
400,176.0,118.5
401,176.5,118.5
402,177.0,118.0
403,177.0,118.0
404,177.0,118.0
405,177.0,118.0
406,177.0,117.5
407,177.0,117.0
408,177.0,117.0
409,177.0,116.5
410,177.0,116.5
411,177.5,116.0
412,178.0,116.0
413,178.5,115.5
414,179.0,115.0
415,180.0,115.0
416,180.0,114.5
417,180.5,114.5
418,181.0,114.5
419,181.5,114.5
420,182.0,114.0
421,182.5,113.5
422,183.0,113.0
423,183.5,112.5
424,184.0,112.0
425,184.5,112.0
426,185.0,111.5
427,185.0,111.0
428,186.0,110.5
429,187.0,110.0
430,188.0,109.5
431,189.0,108.5
432,190.0,108.0
433,191.0,108.0
434,192.0,107.5
435,193.5,107.0
436,194.5,106.5
437,195.5,106.5
438,196.0,106.5
439,197.0,106.0
440,197.5,105.5
441,198.5,105.0
442,199.5,104.5
443,200.5,104.5
444,202.0,104.0
445,202.5,103.5
446,203.0,103.5
447,203.5,103.5
448,204.0,103.0
449,204.0,103.0
450,204.5,102.5
451,205.0,102.0
452,205.5,101.5
453,206.0,101.5
454,206.0,101.0
455,206.5,100.5
456,206.5,100.0
457,207.0,100.0
458,207.5,100.0
459,208.0,99.5
460,208.0,99.0
461,208.5,99.0
462,208.5,98.5
463,208.5,98.0
464,208.5,98.0
465,209.0,98.0
466,209.0,98.0
467,209.0,97.5
468,209.5,97.0
469,209.5,97.0
470,209.5,96.5
471,209.5,96.5
472,209.5,96.0
473,209.5,96.0
474,210.0,96.0
475,210.5,96.0
476,210.5,96.0
477,210.5,96.0
478,211.0,95.5
479,211.0,95.0
480,211.0,94.5
481,211.0,94.5
482,211.0,94.5
483,211.0,94.5
484,211.0,94.5
485,211.0,94.5
486,211.5,94.0
487,211.5,94.0
488,212.0,94.0
489,212.5,94.0
490,212.5,94.0
491,212.5,94.0
492,213.0,94.0
493,213.5,94.0
494,213.5,94.0
495,214.0,94.0
496,214.0,94.0
497,214.5,94.0
498,214.5,94.0
499,215.0,94.0
